Graph4
Time (Seconds),x (Meters),Y (Meters),Z (Meters)
509.200012,-5.715197,-6.883367,0.237247
509.250000,-5.705431,-6.883466,0.237234
509.299957,-5.695704,-6.883557,0.237243
509.349976,-5.685956,-6.883648,0.237249
509.399994,-5.676197,-6.883744,0.237229
509.449982,-5.666456,-6.883852,0.237233
509.499969,-5.656749,-6.883938,0.237250
509.549988,-5.647017,-6.884033,0.237260
509.600006,-5.637286,-6.884126,0.237272
509.649994,-5.627546,-6.884214,0.237273
509.699982,-5.617826,-6.884321,0.237273
509.750000,-5.608084,-6.884413,0.237287
509.800018,-5.598331,-6.884521,0.237277
509.849976,-5.588585,-6.884609,0.237289
509.899963,-5.578815,-6.884708,0.237268
509.949982,-5.569055,-6.884800,0.237267
510.000000,-5.559320,-6.884899,0.237268
510.049988,-5.549560,-6.884994,0.237253
510.099976,-5.539787,-6.885071,0.237254
510.149994,-5.530016,-6.885166,0.237244
510.200012,-5.520285,-6.885253,0.237250
510.250000,-5.510518,-6.885359,0.237232
510.299957,-5.500767,-6.885457,0.237233
510.349976,-5.491005,-6.885549,0.237217
510.399994,-5.481310,-6.885629,0.237255
510.449982,-5.471577,-6.885747,0.237259
510.499969,-5.461836,-6.885846,0.237257
510.549988,-5.452113,-6.885942,0.237278
510.600006,-5.442371,-6.886040,0.237281
510.649994,-5.432650,-6.886121,0.237299
510.699982,-5.422913,-6.886219,0.237303
510.750000,-5.413160,-6.886314,0.237295
510.800018,-5.403402,-6.886415,0.237287
510.849976,-5.393646,-6.886499,0.237281
510.899963,-5.383891,-6.886592,0.237285
510.949982,-5.374100,-6.886686,0.237265
511.000000,-5.364357,-6.886781,0.237259
511.049988,-5.354585,-6.886873,0.237242
511.099976,-5.344828,-6.886982,0.237240
511.149994,-5.335085,-6.887075,0.237249
511.200012,-5.325334,-6.887171,0.237249
511.250000,-5.315561,-6.887265,0.237237
511.299957,-5.305836,-6.887365,0.237238
511.349976,-5.296095,-6.887476,0.237234
511.399994,-5.286366,-6.887568,0.237252
511.449982,-5.276622,-6.887675,0.237251
511.499969,-5.266899,-6.887772,0.237256
511.549988,-5.257179,-6.887846,0.237275
511.600006,-5.247447,-6.887950,0.237278
511.649994,-5.237696,-6.888031,0.237265
511.699982,-5.227939,-6.888136,0.237254
511.750000,-5.218235,-6.888228,0.237287
511.800018,-5.208440,-6.888331,0.237261
511.849976,-5.198683,-6.888429,0.237254
511.899963,-5.188915,-6.888529,0.237250
511.949982,-5.179183,-6.888624,0.237260
512.000000,-5.169415,-6.888697,0.237242
512.049988,-5.159652,-6.888803,0.237239
512.099976,-5.149889,-6.888875,0.237217
512.149963,-5.140138,-6.888978,0.237222
512.200012,-5.130366,-6.889084,0.237206
512.250000,-5.120681,-6.889183,0.237231
512.299988,-5.110882,-6.889285,0.237210
512.349976,-5.101163,-6.889379,0.237219
512.400024,-5.091441,-6.889468,0.237244
512.450012,-5.081716,-6.889564,0.237259
512.500000,-5.072002,-6.889660,0.237269
512.549988,-5.062271,-6.889750,0.237277
512.599976,-5.052528,-6.889852,0.237275
512.649963,-5.042787,-6.889925,0.237286
512.699951,-5.033032,-6.890032,0.237283
512.750000,-5.023268,-6.890113,0.237262
512.799988,-5.013519,-6.890213,0.237262
512.849976,-5.003736,-6.890316,0.237233
512.899963,-4.993976,-6.890411,0.237231
512.950012,-4.984229,-6.890498,0.237230
513.000000,-4.974468,-6.890605,0.237227
513.049988,-4.964714,-6.890701,0.237216
513.099976,-4.954944,-6.890785,0.237203
513.149963,-4.945181,-6.890878,0.237190
513.200012,-4.935453,-6.890973,0.237204
513.250000,-4.925742,-6.891078,0.237222
513.299988,-4.916015,-6.891164,0.237242
513.349976,-4.906277,-6.891259,0.237232
513.400024,-4.896542,-6.891368,0.237248
513.450012,-4.886816,-6.891456,0.237250
513.500000,-4.877084,-6.891546,0.237256
513.549988,-4.867347,-6.891637,0.237263
513.599976,-4.857626,-6.891716,0.237297
513.649963,-4.847880,-6.891828,0.237295
513.699951,-4.838121,-6.891941,0.237271
513.750000,-4.828347,-6.892025,0.237268
513.799988,-4.818612,-6.892122,0.237268
513.849976,-4.808838,-6.892216,0.237255
513.899963,-4.799061,-6.892321,0.237232
513.950012,-4.789302,-6.892415,0.237228
514.000000,-4.779541,-6.892503,0.237229
514.049988,-4.769780,-6.892595,0.237226
514.099976,-4.760027,-6.892707,0.237207
514.149963,-4.750273,-6.892796,0.237200
514.200012,-4.740566,-6.892879,0.237233
514.250000,-4.730816,-6.892981,0.237229
514.299988,-4.721084,-6.893089,0.237239
514.349976,-4.711352,-6.893170,0.237250
514.400024,-4.701629,-6.893281,0.237255
514.450012,-4.691869,-6.893363,0.237253
514.500000,-4.682157,-6.893469,0.237258
514.549988,-4.672403,-6.893569,0.237270
514.599976,-4.662661,-6.893661,0.237264
514.649963,-4.652903,-6.893758,0.237261
514.699951,-4.643155,-6.893859,0.237256
514.750000,-4.633402,-6.893941,0.237255
514.799988,-4.623642,-6.894032,0.237255
514.849976,-4.613870,-6.894125,0.237251
514.899963,-4.604109,-6.894238,0.237227
514.950012,-4.594310,-6.894320,0.237197
515.000000,-4.584569,-6.894439,0.237206
515.049988,-4.574847,-6.894518,0.237224
515.099976,-4.565083,-6.894600,0.237214
515.149963,-4.555334,-6.894723,0.237213
515.200012,-4.545641,-6.894795,0.237250
515.250000,-4.535877,-6.894909,0.237227
515.299988,-4.526153,-6.894992,0.237239
515.349976,-4.516426,-6.895077,0.237246
515.400024,-4.506688,-6.895193,0.237265
515.450012,-4.496940,-6.895300,0.237254
515.500000,-4.487206,-6.895381,0.237248
515.549988,-4.477479,-6.895468,0.237262
515.599976,-4.467707,-6.895574,0.237245
515.649963,-4.457968,-6.895672,0.237254
515.699951,-4.448209,-6.895755,0.237247
515.750000,-4.438437,-6.895851,0.237230
515.799988,-4.428689,-6.895954,0.237234
515.849976,-4.418909,-6.896042,0.237216
515.899963,-4.409164,-6.896128,0.237220
515.950012,-4.399412,-6.896222,0.237216
516.000000,-4.389674,-6.896339,0.237209
516.049988,-4.379915,-6.896444,0.237209
516.099976,-4.370173,-6.896537,0.237208
516.149963,-4.360441,-6.896608,0.237222
516.200012,-4.350703,-6.896720,0.237223
516.250000,-4.341002,-6.896827,0.237265
516.299988,-4.331250,-6.896904,0.237247
516.349976,-4.321531,-6.896981,0.237258
516.400024,-4.311791,-6.897108,0.237265
516.450012,-4.302017,-6.897189,0.237249
516.500000,-4.292317,-6.897292,0.237273
516.549988,-4.282540,-6.897398,0.237268
516.599976,-4.272791,-6.897484,0.237250
516.649963,-4.262999,-6.897587,0.237229
516.699951,-4.253284,-6.897685,0.237252
516.750000,-4.243487,-6.897779,0.237221
516.799988,-4.233712,-6.897882,0.237202
516.849976,-4.223949,-6.897978,0.237192
516.899963,-4.214229,-6.898073,0.237223
516.950012,-4.204457,-6.898166,0.237211
517.000000,-4.194726,-6.898263,0.237229
517.049988,-4.184976,-6.898366,0.237226
517.099976,-4.175232,-6.898454,0.237222
517.149963,-4.165523,-6.898568,0.237206
517.200012,-4.155766,-6.898664,0.237223
517.250000,-4.146062,-6.898746,0.237248
517.299988,-4.136343,-6.898833,0.237281
517.349976,-4.126598,-6.898918,0.237261
517.400024,-4.116846,-6.898999,0.237268
517.450012,-4.107131,-6.899095,0.237297
517.500000,-4.097365,-6.899192,0.237289
517.549988,-4.087606,-6.899302,0.237276
517.599976,-4.077867,-6.899395,0.237281
517.649963,-4.068083,-6.899477,0.237246
517.699951,-4.058349,-6.899562,0.237273
517.750000,-4.048573,-6.899649,0.237266
517.799988,-4.038799,-6.899738,0.237243
517.849976,-4.029041,-6.899837,0.237238
517.899963,-4.019293,-6.899943,0.237248
517.950012,-4.009538,-6.900033,0.237227
518.000000,-3.999816,-6.900116,0.237244
518.049988,-3.990083,-6.900220,0.237260
518.099976,-3.980333,-6.900303,0.237251
518.149963,-3.970603,-6.900395,0.237257
518.200012,-3.960886,-6.900493,0.237273
518.250000,-3.951146,-6.900584,0.237282
518.299988,-3.941425,-6.900702,0.237309
518.349976,-3.931676,-6.900808,0.237313
518.400024,-3.921949,-6.900907,0.237324
518.450012,-3.912195,-6.901001,0.237324
518.500000,-3.902423,-6.901100,0.237310
518.549988,-3.892663,-6.901192,0.237306
518.599976,-3.882891,-6.901280,0.237291
518.649963,-3.873124,-6.901384,0.237273
518.699951,-3.863359,-6.901476,0.237271
518.750000,-3.853600,-6.901572,0.237264
518.799988,-3.843832,-6.901671,0.237254
518.849976,-3.834100,-6.901771,0.237261
518.899963,-3.824350,-6.901868,0.237259
518.950012,-3.814599,-6.901962,0.237258
519.000000,-3.804873,-6.902046,0.237271
519.049988,-3.795149,-6.902144,0.237279
519.099976,-3.785439,-6.902249,0.237300
519.149963,-3.775702,-6.902339,0.237302
519.200012,-3.765956,-6.902438,0.237306
519.250000,-3.756226,-6.902533,0.237311
519.299988,-3.746481,-6.902631,0.237317
519.349976,-3.736739,-6.902728,0.237322
519.400024,-3.726971,-6.902829,0.237311
519.450012,-3.717238,-6.902921,0.237322
519.500000,-3.707435,-6.903024,0.237284
519.549988,-3.697682,-6.903122,0.237291
519.599976,-3.687941,-6.903222,0.237287
519.649963,-3.678172,-6.903316,0.237280
519.699951,-3.668378,-6.903415,0.237256
519.750000,-3.658643,-6.903515,0.237264
519.799988,-3.648881,-6.903612,0.237255
519.849976,-3.639135,-6.903709,0.237255
519.899963,-3.629388,-6.903806,0.237260
519.950012,-3.619646,-6.903898,0.237257
520.000000,-3.609939,-6.904002,0.237280
520.049988,-3.600194,-6.904095,0.237281
520.099976,-3.590457,-6.904196,0.237291
520.149963,-3.580727,-6.904299,0.237297
520.200012,-3.570995,-6.904395,0.237301
520.250000,-3.561257,-6.904493,0.237317
520.299988,-3.551509,-6.904593,0.237314
520.349976,-3.541765,-6.904688,0.237318
520.400024,-3.532009,-6.904787,0.237313
520.450012,-3.522257,-6.904887,0.237311
520.500000,-3.512475,-6.904984,0.237293
520.549988,-3.502715,-6.905083,0.237287
520.599976,-3.492945,-6.905176,0.237280
520.649963,-3.483197,-6.905278,0.237273
520.699951,-3.473408,-6.905371,0.237255
520.750000,-3.463682,-6.905470,0.237257
520.799988,-3.453911,-6.905562,0.237254
520.849976,-3.444182,-6.905675,0.237261
520.899963,-3.434442,-6.905770,0.237268
520.950012,-3.424724,-6.905863,0.237284
521.000000,-3.414978,-6.905967,0.237280
521.049988,-3.405245,-6.906066,0.237284
521.099976,-3.395519,-6.906153,0.237299
521.149963,-3.385786,-6.906256,0.237307
521.200012,-3.376054,-6.906353,0.237315
521.250000,-3.366302,-6.906458,0.237305
521.299988,-3.356562,-6.906555,0.237312
521.349976,-3.346781,-6.906657,0.237298
521.400024,-3.337044,-6.906749,0.237303
521.450012,-3.327265,-6.906845,0.237289
521.500000,-3.317505,-6.906940,0.237279
521.549988,-3.307718,-6.907040,0.237253
521.599976,-3.297965,-6.907133,0.237250
521.649963,-3.288212,-6.907215,0.237246
521.699951,-3.278435,-6.907314,0.237237
521.750000,-3.268717,-6.907412,0.237255
521.799988,-3.258984,-6.907520,0.237259
521.849976,-3.249261,-6.907622,0.237263
521.899963,-3.239510,-6.907707,0.237259
521.950012,-3.229779,-6.907809,0.237276
522.000000,-3.220045,-6.907906,0.237276
522.049988,-3.210316,-6.908001,0.237292
522.099976,-3.200558,-6.908103,0.237289
522.149963,-3.190857,-6.908210,0.237307
522.200012,-3.181075,-6.908314,0.237288
522.250000,-3.171357,-6.908401,0.237314
522.299988,-3.161598,-6.908496,0.237301
522.349976,-3.151823,-6.908599,0.237288
522.400024,-3.142056,-6.908693,0.237275
522.450012,-3.132310,-6.908807,0.237282
522.500000,-3.122545,-6.908894,0.237264
522.549988,-3.112779,-6.908989,0.237259
522.599976,-3.103010,-6.909084,0.237247
522.649963,-3.093270,-6.909183,0.237250
522.699951,-3.083483,-6.909292,0.237232
522.750000,-3.073772,-6.909388,0.237246
522.799988,-3.064045,-6.909489,0.237261
522.849976,-3.054303,-6.909576,0.237262
522.899963,-3.044549,-6.909675,0.237265
522.950012,-3.034832,-6.909779,0.237281
523.000000,-3.025107,-6.909877,0.237294
523.049988,-3.015381,-6.909980,0.237292
523.099976,-3.005630,-6.910073,0.237293
523.149963,-2.995905,-6.910182,0.237309
523.200012,-2.986122,-6.910274,0.237293
523.250000,-2.976380,-6.910379,0.237289
523.299988,-2.966626,-6.910470,0.237289
523.349976,-2.956843,-6.910566,0.237273
523.400024,-2.947087,-6.910673,0.237267
523.450012,-2.937310,-6.910764,0.237250
523.500000,-2.927556,-6.910866,0.237251
523.549988,-2.917807,-6.910968,0.237252
523.599976,-2.908032,-6.911074,0.237238
523.649963,-2.898289,-6.911172,0.237222
523.699951,-2.888543,-6.911263,0.237238
523.750000,-2.878811,-6.911366,0.237248
523.799988,-2.869090,-6.911458,0.237262
523.849976,-2.859344,-6.911571,0.237259
523.899963,-2.849621,-6.911665,0.237272
523.950012,-2.839869,-6.911760,0.237262
524.000000,-2.830138,-6.911850,0.237270
524.049988,-2.820428,-6.911961,0.237287
524.099976,-2.810669,-6.912057,0.237278
524.149963,-2.800936,-6.912161,0.237284
524.200012,-2.791155,-6.912257,0.237264
524.250000,-2.781418,-6.912351,0.237265
524.299988,-2.771654,-6.912444,0.237260
524.349976,-2.761892,-6.912548,0.237246
524.400024,-2.752103,-6.912657,0.237225
524.450012,-2.742329,-6.912755,0.237208
524.500000,-2.732598,-6.912840,0.237207
524.549988,-2.722845,-6.912943,0.237203
524.599976,-2.713067,-6.913032,0.237188
524.649963,-2.703367,-6.913138,0.237204
524.699951,-2.693596,-6.913227,0.237188
524.750000,-2.683867,-6.913324,0.237202
524.799988,-2.674124,-6.913428,0.237204
524.849976,-2.664388,-6.913521,0.237210
524.899963,-2.654678,-6.913628,0.237225
524.950012,-2.644923,-6.913716,0.237216
525.000000,-2.635243,-6.913815,0.237279
525.049988,-2.625502,-6.913926,0.237270
525.099976,-2.615731,-6.914009,0.237256
525.149963,-2.605984,-6.914115,0.237270
525.200012,-2.596224,-6.914209,0.237249
525.250000,-2.586431,-6.914314,0.237222
525.299988,-2.576648,-6.914394,0.237210
525.349976,-2.566871,-6.914491,0.237180
525.400024,-2.557136,-6.914591,0.237206
525.450012,-2.547392,-6.914690,0.237212
525.500000,-2.537581,-6.914803,0.237150
525.549988,-2.527883,-6.914916,0.237197
525.599976,-2.518107,-6.915019,0.237156
525.649963,-2.508375,-6.915067,0.237169
525.699951,-2.498677,-6.915186,0.237200
525.750000,-2.488957,-6.915284,0.237224
525.799988,-2.479212,-6.915389,0.237216
525.849976,-2.469504,-6.915468,0.237267
525.899963,-2.459792,-6.915558,0.237294
525.950012,-2.450061,-6.915658,0.237306
526.000000,-2.440323,-6.915750,0.237307
526.049988,-2.430593,-6.915854,0.237324
526.099976,-2.420824,-6.915937,0.237299
526.149963,-2.411056,-6.916032,0.237287
526.200012,-2.401290,-6.916129,0.237292
526.250000,-2.391538,-6.916230,0.237275
526.299988,-2.381707,-6.916210,0.237165
526.349976,-2.372004,-6.916470,0.237288
526.400024,-2.362235,-6.916564,0.237274
526.450012,-2.352506,-6.916652,0.237287
526.500000,-2.342711,-6.916743,0.237254
526.549988,-2.333001,-6.916840,0.237274
526.599976,-2.323259,-6.916937,0.237276
526.649963,-2.313539,-6.917019,0.237294
526.699951,-2.303781,-6.917111,0.237286
526.750000,-2.294086,-6.917209,0.237320
526.799988,-2.284330,-6.917312,0.237306
526.849976,-2.274614,-6.917397,0.237330
526.899963,-2.264876,-6.917485,0.237334
526.950012,-2.255114,-6.917583,0.237323
527.000000,-2.245403,-6.917674,0.237338
527.049988,-2.235669,-6.917764,0.237350
527.099976,-2.225867,-6.917863,0.237321
527.149963,-2.216127,-6.917960,0.237322
527.200012,-2.206353,-6.918070,0.237302
527.250000,-2.196579,-6.918170,0.237286
527.299988,-2.186834,-6.918257,0.237293
527.349976,-2.177030,-6.918343,0.237259
527.400024,-2.167293,-6.918449,0.237271
527.450012,-2.157627,-6.918565,0.237299
527.500000,-2.147815,-6.918662,0.237267
527.549988,-2.138042,-6.918757,0.237248
527.599976,-2.128345,-6.918836,0.237275
527.649963,-2.118609,-6.918924,0.237277
527.699951,-2.108872,-6.919019,0.237281
527.750000,-2.099152,-6.919124,0.237295
527.799988,-2.089431,-6.919214,0.237309
527.849976,-2.079675,-6.919312,0.237298
527.899963,-2.069951,-6.919411,0.237309
527.950012,-2.060188,-6.919506,0.237297
528.000000,-2.050481,-6.919608,0.237318
528.049988,-2.040708,-6.919699,0.237304
528.099976,-2.030938,-6.919800,0.237286
528.149963,-2.021172,-6.919876,0.237279
528.200012,-2.011386,-6.919975,0.237259
528.250000,-2.001621,-6.920071,0.237245
528.299988,-1.991878,-6.920175,0.237249
528.349976,-1.982115,-6.920269,0.237240
528.400024,-1.972367,-6.920363,0.237233
528.450012,-1.962656,-6.920469,0.237258
528.500000,-1.952913,-6.920565,0.237259
528.549988,-1.943168,-6.920664,0.237257
528.599976,-1.933446,-6.920762,0.237273
528.649963,-1.923720,-6.920861,0.237284
528.699951,-1.913992,-6.920957,0.237294
528.750000,-1.904242,-6.921064,0.237289
528.799988,-1.894501,-6.921157,0.237289
528.849976,-1.884776,-6.921253,0.237303
528.899963,-1.875039,-6.921346,0.237309
528.950012,-1.865279,-6.921438,0.237304
529.000000,-1.855533,-6.921532,0.237295
529.049988,-1.845761,-6.921634,0.237292
529.099976,-1.836004,-6.921725,0.237287
529.149963,-1.826207,-6.921827,0.237258
529.200012,-1.816451,-6.921923,0.237261
529.250000,-1.806722,-6.922025,0.237271
529.299988,-1.796984,-6.922113,0.237272
529.349976,-1.787209,-6.922223,0.237258
529.400024,-1.777476,-6.922308,0.237266
529.450012,-1.767718,-6.922406,0.237258
529.500000,-1.757985,-6.922502,0.237266
529.549988,-1.748245,-6.922585,0.237269
529.599976,-1.738546,-6.922688,0.237295
529.649963,-1.728776,-6.922788,0.237283
529.699951,-1.719073,-6.922878,0.237304
529.750000,-1.709343,-6.922977,0.237310
529.799988,-1.699629,-6.923073,0.237330
529.849976,-1.689855,-6.923170,0.237318
529.899963,-1.680119,-6.923257,0.237318
529.950012,-1.670336,-6.923354,0.237304
530.000000,-1.660582,-6.923457,0.237300
530.049988,-1.650800,-6.923551,0.237281
530.099976,-1.641070,-6.923644,0.237290
530.149963,-1.631308,-6.923742,0.237281
530.200012,-1.621534,-6.923835,0.237262
530.250000,-1.611764,-6.923936,0.237251
530.299988,-1.602049,-6.924036,0.237277
530.349976,-1.592299,-6.924137,0.237267
530.400024,-1.582536,-6.924239,0.237256
530.450012,-1.572809,-6.924323,0.237270
530.500000,-1.563060,-6.924409,0.237268
530.549988,-1.553353,-6.924512,0.237289
530.599976,-1.543616,-6.924605,0.237294
530.649963,-1.533895,-6.924694,0.237304
530.699951,-1.524157,-6.924794,0.237308
530.750000,-1.514414,-6.924889,0.237308
530.799988,-1.504658,-6.924978,0.237306
530.849976,-1.494917,-6.925081,0.237307
530.899963,-1.485155,-6.925173,0.237294
530.950012,-1.475390,-6.925267,0.237288
531.000000,-1.465639,-6.925357,0.237287
531.049988,-1.455882,-6.925461,0.237279
531.099976,-1.446113,-6.925551,0.237266
531.149963,-1.436346,-6.925660,0.237258
531.200012,-1.426590,-6.925747,0.237249
531.250000,-1.416837,-6.925841,0.237251
531.299988,-1.407073,-6.925937,0.237245
531.349976,-1.397339,-6.926042,0.237249
531.400024,-1.387625,-6.926134,0.237263
531.450012,-1.377898,-6.926227,0.237270
531.500000,-1.368173,-6.926323,0.237282
531.549988,-1.358433,-6.926429,0.237284
531.599976,-1.348694,-6.926516,0.237294
531.649963,-1.338977,-6.926617,0.237307
531.699951,-1.329228,-6.926711,0.237305
531.750000,-1.319490,-6.926807,0.237314
531.799988,-1.309735,-6.926914,0.237314
531.849976,-1.299964,-6.927018,0.237295
531.899963,-1.290225,-6.927114,0.237304
531.950012,-1.280441,-6.927213,0.237276
532.000000,-1.270701,-6.927305,0.237287
532.049988,-1.260910,-6.927413,0.237265
532.099976,-1.251148,-6.927507,0.237254
532.149963,-1.241389,-6.927605,0.237251
532.200012,-1.231655,-6.927703,0.237263
532.250000,-1.221903,-6.927810,0.237259
532.299988,-1.212172,-6.927909,0.237262
532.349976,-1.202410,-6.928004,0.237257
532.400024,-1.192697,-6.928095,0.237285
532.450012,-1.182966,-6.928190,0.237290
532.500000,-1.173238,-6.928289,0.237301
532.549988,-1.163518,-6.928390,0.237311
532.599976,-1.153762,-6.928481,0.237308
532.649963,-1.144029,-6.928584,0.237307
532.699951,-1.134273,-6.928674,0.237305
532.750000,-1.124530,-6.928766,0.237311
532.799988,-1.114783,-6.928861,0.237318
532.849976,-1.105024,-6.928960,0.237309
532.899963,-1.095246,-6.929059,0.237291
532.950012,-1.085476,-6.929152,0.237277
533.000000,-1.075730,-6.929255,0.237273
533.049988,-1.065933,-6.929362,0.237252
533.099976,-1.056195,-6.929449,0.237254
533.149963,-1.046455,-6.929557,0.237256
533.200012,-1.036693,-6.929663,0.237254
533.250000,-1.026954,-6.929749,0.237250
533.299988,-1.017232,-6.929849,0.237272
533.349976,-1.007500,-6.929949,0.237276
533.400024,-0.997765,-6.930044,0.237282
533.450012,-0.988035,-6.930139,0.237294
533.500000,-0.978305,-6.930229,0.237296
533.549988,-0.968577,-6.930337,0.237299
533.599976,-0.958831,-6.930423,0.237294
533.649963,-0.949078,-6.930529,0.237294
533.699951,-0.939318,-6.930634,0.237293
533.750000,-0.929571,-6.930738,0.237289
533.799988,-0.919833,-6.930838,0.237296
533.849976,-0.910075,-6.930934,0.237288
533.899963,-0.900298,-6.931031,0.237270
533.950012,-0.890517,-6.931118,0.237257
534.000000,-0.880756,-6.931221,0.237229
534.049988,-0.871001,-6.931331,0.237239
534.099976,-0.861253,-6.931421,0.237241
534.149963,-0.851487,-6.931537,0.237224
534.200012,-0.841794,-6.931620,0.237247
534.250000,-0.832032,-6.931726,0.237243
534.299988,-0.822292,-6.931818,0.237253
534.349976,-0.812567,-6.931916,0.237266
534.400024,-0.802860,-6.932012,0.237282
534.450012,-0.793119,-6.932115,0.237280
534.500000,-0.783394,-6.932212,0.237285
534.549988,-0.773642,-6.932314,0.237277
534.599976,-0.763886,-6.932410,0.237270
534.649963,-0.754143,-6.932516,0.237280
534.699951,-0.744403,-6.932600,0.237286
534.750000,-0.734649,-6.932699,0.237286
534.799988,-0.724874,-6.932790,0.237271
534.849976,-0.715098,-6.932900,0.237254
534.899963,-0.705301,-6.932996,0.237224
534.950012,-0.695590,-6.933088,0.237244
535.000000,-0.685819,-6.933186,0.237234
535.049988,-0.676069,-6.933280,0.237237
535.099976,-0.666324,-6.933379,0.237229
535.149963,-0.656581,-6.933470,0.237236
535.200012,-0.646842,-6.933577,0.237239
535.250000,-0.637121,-6.933667,0.237247
535.299988,-0.627382,-6.933784,0.237250
535.349976,-0.617679,-6.933869,0.237276
535.400024,-0.607928,-6.933953,0.237279
535.450012,-0.598214,-6.934054,0.237301
535.500000,-0.588480,-6.934151,0.237301
535.549988,-0.578723,-6.934253,0.237293
535.599976,-0.568972,-6.934365,0.237284
535.649963,-0.559232,-6.934452,0.237297
535.699951,-0.549460,-6.934549,0.237288
535.750000,-0.539701,-6.934660,0.237267
535.799988,-0.529930,-6.934752,0.237259
535.849976,-0.520156,-6.934840,0.237253
535.899963,-0.510409,-6.934931,0.237255
535.950012,-0.500633,-6.935034,0.237228
536.000000,-0.490892,-6.935126,0.237248
536.049988,-0.481130,-6.935235,0.237232
536.099976,-0.471387,-6.935322,0.237231
536.149963,-0.461646,-6.935414,0.237237
536.200012,-0.451921,-6.935523,0.237243
536.250000,-0.442199,-6.935616,0.237248
536.299988,-0.432478,-6.935704,0.237268
536.349976,-0.422729,-6.935805,0.237272
536.400024,-0.413013,-6.935893,0.237292
536.450012,-0.403288,-6.935997,0.237295
536.500000,-0.393528,-6.936108,0.237292
536.549988,-0.383768,-6.936208,0.237286
536.599976,-0.374023,-6.936317,0.237282
536.649963,-0.364290,-6.936409,0.237286
536.699951,-0.354509,-6.936513,0.237261
536.750000,-0.344740,-6.936609,0.237256
536.799988,-0.334981,-6.936723,0.237256
536.849976,-0.325196,-6.936802,0.237228
536.899963,-0.315459,-6.936900,0.237226
536.949951,-0.305693,-6.936997,0.237229
537.000000,-0.295940,-6.937105,0.237219
537.049988,-0.286185,-6.937212,0.237219
537.099976,-0.276476,-6.937309,0.237245
537.150024,-0.266731,-6.937395,0.237241
537.200012,-0.257006,-6.937496,0.237246
537.250000,-0.247232,-6.937602,0.237224
537.299988,-0.237562,-6.937699,0.237265
537.349976,-0.227838,-6.937799,0.237286
537.400024,-0.218088,-6.937913,0.237285
537.450012,-0.208355,-6.938016,0.237284
537.500000,-0.198585,-6.938118,0.237263
537.550049,-0.188827,-6.938216,0.237258
537.599976,-0.179091,-6.938323,0.237258
537.649963,-0.169318,-6.938414,0.237251
537.699951,-0.159585,-6.938512,0.237260
537.749939,-0.149786,-6.938615,0.237231
537.799988,-0.140037,-6.938716,0.237234
537.849976,-0.130279,-6.938794,0.237236
537.899963,-0.120532,-6.938900,0.237223
537.950012,-0.110760,-6.939019,0.237202
538.000000,-0.101016,-6.939111,0.237196
538.049988,-0.091303,-6.939218,0.237220
538.099976,-0.081577,-6.939310,0.237231
538.149963,-0.071837,-6.939410,0.237247
538.200012,-0.062095,-6.939500,0.237256
538.250000,-0.052376,-6.939599,0.237262
538.299988,-0.042637,-6.939706,0.237269
538.350037,-0.032916,-6.939799,0.237286
538.400024,-0.023178,-6.939888,0.237293
538.450012,-0.013413,-6.940006,0.237280
538.500000,-0.003658,-6.940092,0.237280
538.549927,0.006091,-6.940189,0.237274
538.599976,0.015857,-6.940280,0.237262
538.649963,0.025621,-6.940390,0.237265
538.699951,0.035398,-6.940487,0.237246
538.750000,0.045169,-6.940608,0.237223
538.799988,0.054931,-6.940720,0.237223
538.849976,0.064674,-6.940794,0.237237
538.899963,0.074415,-6.940917,0.237236
538.949951,0.084168,-6.941013,0.237213
539.000000,0.093904,-6.941111,0.237230
539.049988,0.103638,-6.941215,0.237233
539.099976,0.113377,-6.941315,0.237231
539.150024,0.123101,-6.941401,0.237248
539.200012,0.132838,-6.941497,0.237265
539.250000,0.142596,-6.941603,0.237246
539.299988,0.152296,-6.941686,0.237298
539.349976,0.162055,-6.941781,0.237270
539.400024,0.171771,-6.941878,0.237303
539.450012,0.181533,-6.941972,0.237293
539.500000,0.191289,-6.942089,0.237275
539.550049,0.201090,-6.942192,0.237247
539.599976,0.210818,-6.942273,0.237262
539.649963,0.220605,-6.942369,0.237232
539.699951,0.230373,-6.942464,0.237213
539.749939,0.240104,-6.942576,0.237230
539.799988,0.249895,-6.942688,0.237207
539.849976,0.259594,-6.942777,0.237242
539.899963,0.269346,-6.942883,0.237239
539.950012,0.279112,-6.943002,0.237213
540.000000,0.288823,-6.943096,0.237251
540.049988,0.298580,-6.943177,0.237235
540.099976,0.308300,-6.943300,0.237249
540.149963,0.318012,-6.943410,0.237265
540.200012,0.327767,-6.943491,0.237258
540.250000,0.337513,-6.943604,0.237247
540.299988,0.347269,-6.943713,0.237252
540.350037,0.356986,-6.943808,0.237256
540.400024,0.366750,-6.943890,0.237261
540.450012,0.376520,-6.943998,0.237249
540.500000,0.386258,-6.944081,0.237247
540.549927,0.396033,-6.944165,0.237236
540.599976,0.405791,-6.944263,0.237213
540.649963,0.415561,-6.944375,0.237205
540.699951,0.425298,-6.944459,0.237218
540.750000,0.435054,-6.944563,0.237218
540.799988,0.444837,-6.944662,0.237192
540.849976,0.454567,-6.944766,0.237191
540.899963,0.464294,-6.944858,0.237211
540.949951,0.474019,-6.944929,0.237222
541.000000,0.483762,-6.945056,0.237216
