Graph4
Time (Seconds),x (Meters),Y (Meters),Z (Meters)
168.300003,-6.905089,6.831967,0.237402
168.350006,-6.904715,6.831362,0.237410
168.400009,-6.904367,6.830732,0.237401
168.449997,-6.904054,6.830091,0.237380
168.500000,-6.903649,6.829493,0.237401
168.550003,-6.903270,6.828882,0.237400
168.600006,-6.902944,6.828250,0.237378
168.650009,-6.902569,6.827652,0.237385
168.699997,-6.902186,6.827055,0.237391
168.750000,-6.901803,6.826441,0.237384
168.800003,-6.901433,6.825843,0.237381
168.850006,-6.901057,6.825240,0.237377
168.900009,-6.900667,6.824647,0.237376
168.949997,-6.900278,6.824057,0.237377
169.000000,-6.899884,6.823464,0.237375
169.050003,-6.899487,6.822872,0.237374
169.100006,-6.899070,6.822305,0.237385
169.150009,-6.898644,6.821736,0.237391
169.199997,-6.898227,6.821147,0.237388
169.250000,-6.897813,6.820568,0.237386
169.300003,-6.897378,6.819996,0.237388
169.350006,-6.896966,6.819425,0.237385
169.400009,-6.896542,6.818853,0.237382
169.449997,-6.896094,6.818286,0.237382
169.500000,-6.895666,6.817732,0.237378
169.550003,-6.895252,6.817146,0.237363
169.600006,-6.894777,6.816596,0.237376
169.650009,-6.894328,6.816040,0.237371
169.699997,-6.893909,6.815462,0.237348
169.750000,-6.893441,6.814910,0.237366
169.800003,-6.892998,6.814358,0.237355
169.850006,-6.892521,6.813801,0.237362
169.900009,-6.892053,6.813266,0.237368
169.949997,-6.891616,6.812714,0.237350
170.000000,-6.891133,6.812179,0.237362
170.050003,-6.890689,6.811645,0.237349
170.100006,-6.890224,6.811103,0.237348
170.150009,-6.889757,6.810561,0.237345
170.199997,-6.889285,6.810030,0.237345
170.250000,-6.888806,6.809506,0.237347
170.300003,-6.888328,6.808980,0.237347
170.350006,-6.887844,6.808455,0.237347
170.400009,-6.887359,6.807935,0.237345
170.449997,-6.886869,6.807418,0.237344
170.500000,-6.886377,6.806906,0.237343
170.550003,-6.885881,6.806395,0.237343
170.600006,-6.885383,6.805886,0.237343
170.650009,-6.884882,6.805382,0.237342
170.699997,-6.884377,6.804879,0.237341
170.750000,-6.883869,6.804380,0.237341
170.800003,-6.883360,6.803883,0.237340
170.850006,-6.882847,6.803389,0.237340
170.900009,-6.882309,6.802918,0.237349
170.949997,-6.881792,6.802444,0.237346
171.000000,-6.881285,6.801950,0.237335
171.050003,-6.880730,6.801520,0.237357
171.100006,-6.880232,6.801024,0.237336
171.150009,-6.879712,6.800535,0.237332
171.199997,-6.879159,6.800088,0.237343
171.250000,-6.878613,6.799624,0.237344
171.300003,-6.878060,6.799174,0.237350
171.350006,-6.877526,6.798702,0.237342
171.400009,-6.876993,6.798235,0.237334
171.449997,-6.876674,6.797948,0.237331
171.500000,-6.876388,6.797731,0.237336
171.550003,-6.876111,6.797509,0.237336
171.600006,-6.875834,6.797287,0.237336
171.650009,-6.875557,6.797067,0.237337
171.699997,-6.875284,6.796849,0.237337
171.750000,-6.875005,6.796630,0.237338
171.800003,-6.874727,6.796411,0.237338
171.850006,-6.874449,6.796193,0.237337
171.900009,-6.874170,6.795977,0.237337
171.949997,-6.873887,6.795760,0.237337
172.000000,-6.873603,6.795546,0.237338
172.050003,-6.873321,6.795331,0.237338
172.100006,-6.873036,6.795117,0.237338
172.150009,-6.872751,6.794904,0.237338
172.199997,-6.872465,6.794694,0.237339
172.250000,-6.872178,6.794483,0.237339
172.300003,-6.871890,6.794275,0.237339
172.350006,-6.871600,6.794066,0.237339
172.400009,-6.871310,6.793858,0.237340
172.449997,-6.871020,6.793651,0.237339
172.500000,-6.870731,6.793446,0.237340
172.550003,-6.870442,6.793241,0.237340
172.600006,-6.870151,6.793041,0.237341
172.650009,-6.869861,6.792840,0.237341
172.699997,-6.869569,6.792641,0.237342
172.750000,-6.869277,6.792440,0.237342
172.800003,-6.868980,6.792238,0.237343
172.850006,-6.868683,6.792037,0.237342
172.900009,-6.868391,6.791839,0.237343
172.949997,-6.868097,6.791643,0.237343
173.000000,-6.867804,6.791447,0.237344
173.050003,-6.867509,6.791253,0.237344
173.100006,-6.867212,6.791059,0.237346
173.150009,-6.866916,6.790863,0.237344
173.199997,-6.866619,6.790670,0.237345
173.250000,-6.866322,6.790478,0.237345
173.300003,-6.866025,6.790287,0.237346
173.350006,-6.865729,6.790097,0.237346
173.400009,-6.865432,6.789910,0.237346
173.449997,-6.865134,6.789723,0.237346
173.500000,-6.864837,6.789536,0.237347
173.550003,-6.864539,6.789351,0.237348
173.600006,-6.864238,6.789167,0.237348
173.650009,-6.863939,6.788984,0.237348
173.699997,-6.863638,6.788800,0.237350
173.750000,-6.863340,6.788617,0.237350
173.800003,-6.863039,6.788434,0.237350
173.850006,-6.862738,6.788253,0.237352
173.900009,-6.862434,6.788077,0.237353
173.949997,-6.862134,6.787920,0.237361
174.000000,-6.861827,6.787743,0.237358
174.050003,-6.861522,6.787549,0.237350
174.100006,-6.861270,6.787235,0.237279
174.150009,-6.860960,6.787093,0.237300
174.199997,-6.860664,6.786904,0.237294
174.250000,-6.860361,6.786729,0.237292
174.300003,-6.860060,6.786557,0.237295
174.350006,-6.859761,6.786379,0.237290
174.400009,-6.859454,6.786215,0.237297
174.449997,-6.859160,6.786022,0.237283
174.500000,-6.858853,6.785861,0.237290
174.550003,-6.858543,6.785707,0.237299
174.600006,-6.858218,6.785559,0.237312
174.650009,-6.857904,6.785386,0.237310
174.699997,-6.857589,6.785225,0.237313
174.750000,-6.857281,6.785051,0.237307
174.800003,-6.856978,6.784862,0.237291
174.850006,-6.856665,6.784715,0.237300
174.900009,-6.856319,6.784603,0.237333
174.949997,-6.856002,6.784435,0.237325
175.000000,-6.855697,6.784245,0.237308
175.050003,-6.855383,6.784095,0.237312
175.100006,-6.855085,6.783889,0.237284
175.150009,-6.854748,6.783782,0.237309
175.199997,-6.854436,6.783632,0.237320
175.250000,-6.854098,6.783510,0.237339
175.300003,-6.853790,6.783297,0.237307
175.350006,-6.853469,6.783141,0.237308
175.400009,-6.853157,6.782948,0.237282
175.449997,-6.852845,6.782785,0.237277
175.500000,-6.852491,6.782691,0.237320
175.550003,-6.852159,6.782552,0.237326
175.600006,-6.851843,6.782393,0.237319
175.650009,-6.851539,6.782221,0.237302
175.699997,-6.851214,6.782088,0.237304
175.750000,-6.850884,6.781943,0.237314
175.800003,-6.850549,6.781838,0.237335
175.850006,-6.850220,6.781694,0.237326
175.900009,-6.849903,6.781510,0.237301
175.949997,-6.849562,6.781398,0.237323
176.000000,-6.849247,6.781237,0.237313
176.050003,-6.848921,6.781091,0.237311
176.100006,-6.848608,6.780944,0.237302
176.150009,-6.848289,6.780772,0.237293
176.199997,-6.847964,6.780639,0.237299
176.250000,-6.847638,6.780527,0.237315
176.300003,-6.847322,6.780386,0.237315
176.350006,-6.847010,6.780237,0.237303
176.400009,-6.846684,6.780126,0.237318
176.449997,-6.846361,6.779996,0.237322
176.500000,-6.846035,6.779867,0.237325
176.550003,-6.845712,6.779728,0.237323
176.600006,-6.845387,6.779573,0.237313
176.650009,-6.845055,6.779422,0.237301
176.699997,-6.844720,6.779309,0.237312
176.750000,-6.844382,6.779212,0.237328
176.800003,-6.844039,6.779109,0.237342
176.850006,-6.843711,6.778958,0.237329
176.900009,-6.843377,6.778823,0.237325
176.949997,-6.843046,6.778704,0.237329
177.000000,-6.842707,6.778618,0.237350
177.050003,-6.842373,6.778488,0.237345
177.100006,-6.842041,6.778349,0.237335
177.150009,-6.841699,6.778255,0.237352
177.199997,-6.841378,6.778090,0.237325
177.250000,-6.841038,6.777969,0.237325
177.300003,-6.840695,6.777878,0.237338
177.350006,-6.840354,6.777762,0.237338
177.400009,-6.840017,6.777658,0.237343
177.449997,-6.839692,6.777509,0.237322
177.500000,-6.839352,6.777423,0.237337
177.550003,-6.839023,6.777314,0.237339
177.600006,-6.838681,6.777243,0.237357
177.650009,-6.838346,6.777127,0.237348
177.699997,-6.837997,6.777036,0.237354
177.750000,-6.837657,6.776918,0.237343
177.800003,-6.837310,6.776836,0.237352
177.850006,-6.836964,6.776752,0.237360
177.900009,-6.836626,6.776637,0.237355
177.949997,-6.836286,6.776533,0.237347
178.000000,-6.835939,6.776455,0.237355
178.050003,-6.835588,6.776383,0.237366
178.100006,-6.835241,6.776260,0.237349
178.150009,-6.834901,6.776188,0.237360
178.199997,-6.834555,6.776102,0.237362
178.250000,-6.834208,6.775976,0.237342
178.300003,-6.833860,6.775914,0.237359
178.350006,-6.833511,6.775802,0.237347
178.400009,-6.833169,6.775734,0.237357
178.449997,-6.832827,6.775612,0.237336
178.500000,-6.832484,6.775549,0.237353
178.550003,-6.832142,6.775436,0.237339
178.600006,-6.831795,6.775365,0.237345
178.650009,-6.831446,6.775308,0.237359
178.699997,-6.831090,6.775348,0.237425
178.750000,-6.830748,6.775253,0.237418
178.800003,-6.830404,6.775168,0.237414
178.850006,-6.830052,6.775097,0.237414
178.900009,-6.829709,6.775019,0.237413
178.949997,-6.829354,6.774944,0.237411
179.000000,-6.829000,6.774877,0.237416
179.050003,-6.828645,6.774802,0.237416
179.100006,-6.828295,6.774720,0.237412
179.150009,-6.827957,6.774656,0.237412
179.199997,-6.827608,6.774595,0.237412
179.250000,-6.827257,6.774531,0.237417
179.300003,-6.826902,6.774468,0.237416
179.350006,-6.826559,6.774389,0.237411
179.400009,-6.826201,6.774336,0.237414
179.449997,-6.825853,6.774279,0.237416
179.500000,-6.825504,6.774216,0.237413
179.550003,-6.825153,6.774155,0.237415
179.600006,-6.824804,6.774086,0.237414
179.650009,-6.824451,6.774033,0.237413
179.699997,-6.824096,6.773974,0.237413
179.750000,-6.823744,6.773916,0.237413
179.800003,-6.823400,6.773859,0.237412
179.850006,-6.823049,6.773802,0.237411
179.900009,-6.822698,6.773747,0.237411
179.949997,-6.822353,6.773692,0.237412
180.000000,-6.821998,6.773640,0.237412
180.050003,-6.821650,6.773592,0.237413
180.100006,-6.821298,6.773541,0.237409
180.150009,-6.820946,6.773492,0.237410
180.199997,-6.820590,6.773445,0.237411
180.250000,-6.820231,6.773392,0.237408
180.300003,-6.820000,6.772065,0.237460
180.350006,-6.819866,6.768523,0.237437
180.400009,-6.819771,6.762733,0.237353
180.449997,-6.819717,6.754514,0.237343
180.500000,-6.819761,6.744777,0.237318
180.550003,-6.819784,6.735038,0.237299
180.600006,-6.819974,6.725194,0.237272
180.650009,-6.820333,6.715463,0.237263
180.699997,-6.820615,6.705740,0.237267
180.750000,-6.821028,6.698076,0.237185
180.800003,-6.821190,6.694188,0.237205
180.850006,-6.821081,6.693488,0.237258
180.900009,-6.820719,6.693518,0.237307
180.949997,-6.820356,6.693472,0.237309
181.000000,-6.820058,6.691523,0.237385
181.050003,-6.819661,6.685698,0.237377
181.100006,-6.819458,6.676462,0.237276
181.150009,-6.819496,6.666683,0.237264
181.199997,-6.819510,6.656939,0.237267
181.250000,-6.819535,6.647209,0.237276
181.300003,-6.819555,6.637460,0.237282
181.350006,-6.819578,6.627726,0.237294
181.400009,-6.819592,6.617965,0.237279
181.449997,-6.819635,6.608228,0.237288
181.500000,-6.819643,6.598528,0.237307
181.550003,-6.819667,6.588758,0.237300
181.600006,-6.819694,6.579028,0.237312
181.650009,-6.819729,6.569269,0.237302
181.699997,-6.819752,6.559514,0.237299
181.750000,-6.819784,6.549748,0.237276
181.800003,-6.819810,6.539987,0.237276
181.850006,-6.819843,6.530219,0.237273
181.900009,-6.819874,6.520459,0.237269
181.949997,-6.819910,6.510677,0.237246
182.000000,-6.819935,6.500929,0.237254
182.050003,-6.819956,6.491189,0.237253
182.100006,-6.819994,6.481420,0.237240
182.150009,-6.820015,6.471686,0.237249
182.199997,-6.820048,6.461954,0.237253
182.250000,-6.820065,6.452234,0.237266
182.300003,-6.820100,6.442491,0.237261
182.350006,-6.820127,6.432748,0.237280
182.400009,-6.820167,6.423020,0.237282
182.449997,-6.820203,6.413302,0.237298
182.500000,-6.820216,6.403559,0.237297
182.550003,-6.820240,6.393781,0.237289
182.600006,-6.820265,6.384047,0.237298
182.650009,-6.820292,6.374295,0.237295
182.699997,-6.820317,6.364534,0.237282
182.750000,-6.820353,6.354746,0.237271
182.800003,-6.820376,6.345004,0.237271
182.850006,-6.820394,6.335227,0.237256
182.900009,-6.820428,6.325462,0.237243
182.949997,-6.820454,6.315683,0.237222
183.000000,-6.820481,6.305949,0.237236
183.050003,-6.820506,6.296194,0.237228
183.100006,-6.820538,6.286466,0.237242
183.150009,-6.820560,6.276749,0.237255
183.199997,-6.820586,6.266997,0.237258
183.250000,-6.820603,6.257248,0.237246
183.300003,-6.820624,6.247528,0.237269
183.350006,-6.820660,6.237788,0.237261
183.400009,-6.820681,6.228065,0.237287
183.449997,-6.820709,6.218301,0.237273
183.500000,-6.820742,6.208579,0.237290
183.550003,-6.820771,6.198817,0.237284
183.600006,-6.820793,6.189075,0.237296
183.650009,-6.820827,6.179309,0.237275
183.699997,-6.820855,6.169543,0.237266
183.750000,-6.820884,6.159770,0.237254
183.800003,-6.820914,6.150001,0.237244
183.850006,-6.820947,6.140252,0.237237
183.900009,-6.820969,6.130495,0.237243
183.949997,-6.821007,6.120729,0.237224
184.000000,-6.821032,6.110994,0.237242
184.050003,-6.821045,6.101242,0.237234
184.100006,-6.821088,6.091521,0.237256
184.150009,-6.821123,6.081800,0.237262
184.199997,-6.821136,6.072057,0.237267
184.250000,-6.821160,6.062315,0.237264
184.300003,-6.821183,6.052615,0.237300
184.350006,-6.821211,6.042869,0.237299
184.400009,-6.821236,6.033122,0.237299
184.449997,-6.821261,6.023387,0.237304
184.500000,-6.821280,6.013637,0.237303
184.550003,-6.821310,6.003860,0.237296
184.600006,-6.821337,5.994101,0.237289
184.650009,-6.821368,5.984354,0.237283
184.699997,-6.821396,5.974593,0.237271
184.750000,-6.821419,5.964833,0.237267
184.800003,-6.821444,5.955077,0.237267
184.850006,-6.821470,5.945319,0.237248
184.900009,-6.821477,5.935565,0.237261
184.949997,-6.821500,5.925802,0.237265
185.000000,-6.821520,5.916078,0.237278
185.050003,-6.821549,5.906344,0.237283
185.100006,-6.821575,5.896603,0.237283
185.150009,-6.821607,5.886877,0.237297
185.199997,-6.821639,5.877141,0.237300
185.250000,-6.821667,5.867373,0.237288
185.300003,-6.821695,5.857654,0.237305
185.350006,-6.821719,5.847932,0.237315
185.400009,-6.821756,5.838208,0.237331
185.449997,-6.821783,5.828444,0.237317
185.500000,-6.821809,5.818676,0.237304
185.550003,-6.821825,5.808936,0.237315
185.600006,-6.821856,5.799160,0.237303
185.650009,-6.821891,5.789382,0.237281
185.699997,-6.821914,5.779632,0.237284
185.750000,-6.821944,5.769854,0.237267
185.800003,-6.821970,5.760087,0.237257
185.850006,-6.822003,5.750353,0.237263
185.900009,-6.822039,5.740591,0.237253
185.949997,-6.822065,5.730829,0.237245
186.000000,-6.822093,5.721123,0.237267
186.050003,-6.822123,5.711382,0.237272
186.100006,-6.822152,5.701655,0.237281
186.150009,-6.822179,5.691927,0.237290
186.199997,-6.822206,5.682194,0.237298
186.250000,-6.822235,5.672469,0.237309
186.300003,-6.822247,5.662734,0.237313
186.350006,-6.822275,5.652991,0.237313
186.400009,-6.822305,5.643241,0.237312
186.449997,-6.822330,5.633468,0.237297
186.500000,-6.822356,5.623709,0.237291
186.550003,-6.822396,5.613925,0.237266
186.600006,-6.822419,5.604166,0.237266
186.650009,-6.822447,5.594415,0.237265
186.699997,-6.822476,5.584641,0.237248
186.750000,-6.822494,5.574908,0.237260
186.800003,-6.822527,5.565150,0.237242
186.850006,-6.822557,5.555367,0.237233
186.900009,-6.822587,5.545646,0.237243
186.949997,-6.822612,5.535916,0.237257
187.000000,-6.822640,5.526204,0.237278
187.050003,-6.822668,5.516459,0.237268
187.100006,-6.822701,5.506751,0.237301
187.150009,-6.822731,5.496995,0.237294
187.199997,-6.822772,5.487260,0.237300
187.250000,-6.822800,5.477553,0.237322
187.300003,-6.822826,5.467813,0.237326
187.350006,-6.822853,5.458050,0.237316
187.400009,-6.822883,5.448288,0.237309
187.449997,-6.822905,5.438521,0.237303
187.500000,-6.822928,5.428781,0.237307
187.550003,-6.822957,5.418995,0.237285
187.600006,-6.822989,5.409236,0.237282
187.650009,-6.823018,5.399485,0.237277
187.699997,-6.823052,5.389683,0.237247
187.750000,-6.823083,5.379944,0.237255
187.800003,-6.823112,5.370199,0.237256
187.850006,-6.823133,5.360452,0.237255
187.900009,-6.823165,5.350718,0.237264
187.949997,-6.823196,5.340998,0.237280
188.000000,-6.823222,5.331262,0.237282
188.050003,-6.823247,5.321520,0.237287
188.100006,-6.823273,5.311806,0.237305
188.150009,-6.823308,5.302064,0.237308
188.199997,-6.823330,5.292327,0.237313
188.250000,-6.823361,5.282601,0.237327
188.300003,-6.823389,5.272838,0.237313
188.350006,-6.823419,5.263077,0.237305
188.400009,-6.823449,5.253323,0.237298
188.449997,-6.823478,5.243572,0.237299
188.500000,-6.823509,5.233790,0.237283
188.550003,-6.823540,5.224038,0.237276
188.600006,-6.823569,5.214256,0.237262
188.650009,-6.823598,5.204488,0.237248
188.699997,-6.823622,5.194730,0.237243
188.750000,-6.823650,5.184992,0.237244
188.800003,-6.823673,5.175241,0.237244
188.850006,-6.823709,5.165519,0.237254
188.900009,-6.823734,5.155764,0.237254
188.949997,-6.823759,5.146053,0.237274
189.000000,-6.823785,5.136335,0.237287
189.050003,-6.823817,5.126581,0.237282
189.100006,-6.823838,5.116880,0.237306
189.150009,-6.823872,5.107128,0.237302
189.199997,-6.823890,5.097376,0.237303
189.250000,-6.823926,5.087628,0.237304
189.300003,-6.823951,5.077881,0.237299
189.350006,-6.823978,5.068119,0.237292
189.400009,-6.824011,5.058360,0.237285
189.449997,-6.824036,5.048572,0.237267
189.500000,-6.824066,5.038805,0.237255
189.550003,-6.824093,5.029078,0.237264
189.600006,-6.824120,5.019307,0.237253
189.650009,-6.824145,5.009549,0.237248
189.699997,-6.824180,4.999797,0.237246
189.750000,-6.824211,4.990063,0.237256
189.800003,-6.824239,4.980336,0.237267
189.850006,-6.824275,4.970570,0.237253
189.900009,-6.824306,4.960865,0.237276
189.949997,-6.824340,4.951137,0.237293
190.000000,-6.824369,4.941402,0.237295
190.050003,-6.824406,4.931641,0.237289
190.100006,-6.824428,4.921899,0.237294
190.150009,-6.824457,4.912171,0.237304
190.199997,-6.824489,4.902423,0.237302
190.250000,-6.824519,4.892666,0.237300
190.300003,-6.824547,4.882918,0.237298
190.350006,-6.824567,4.873138,0.237283
190.400009,-6.824601,4.863391,0.237276
190.449997,-6.824622,4.853623,0.237277
190.500000,-6.824658,4.843868,0.237271
190.550003,-6.824684,4.834116,0.237268
190.600006,-6.824710,4.824328,0.237249
190.650009,-6.824738,4.814595,0.237257
190.699997,-6.824767,4.804858,0.237264
190.750000,-6.824800,4.795113,0.237267
190.800003,-6.824823,4.785405,0.237286
190.850006,-6.824851,4.775656,0.237287
190.900009,-6.824882,4.765929,0.237297
190.949997,-6.824914,4.756188,0.237300
191.000000,-6.824944,4.746455,0.237306
191.050003,-6.824973,4.736733,0.237323
191.100006,-6.824998,4.726978,0.237316
191.150009,-6.825027,4.717228,0.237313
191.199997,-6.825055,4.707478,0.237314
191.250000,-6.825086,4.697704,0.237299
191.300003,-6.825119,4.687928,0.237287
191.350006,-6.825142,4.678210,0.237303
191.400009,-6.825169,4.668432,0.237280
191.449997,-6.825208,4.658683,0.237283
191.500000,-6.825234,4.648887,0.237256
191.550003,-6.825265,4.639141,0.237259
191.600006,-6.825293,4.629378,0.237249
191.650009,-6.825320,4.619660,0.237260
191.699997,-6.825345,4.609926,0.237271
191.750000,-6.825378,4.600170,0.237263
191.800003,-6.825411,4.590427,0.237269
191.850006,-6.825441,4.580707,0.237283
191.900009,-6.825474,4.570976,0.237288
191.949997,-6.825491,4.561252,0.237301
192.000000,-6.825521,4.551527,0.237311
192.050003,-6.825559,4.541776,0.237294
192.100006,-6.825575,4.532034,0.237311
192.150009,-6.825604,4.522266,0.237301
192.199997,-6.825635,4.512511,0.237299
192.250000,-6.825665,4.502744,0.237285
192.300003,-6.825693,4.492976,0.237273
192.350006,-6.825727,4.483199,0.237261
192.400009,-6.825754,4.473437,0.237257
192.449997,-6.825784,4.463680,0.237251
192.500000,-6.825808,4.453935,0.237253
192.550003,-6.825843,4.444160,0.237234
192.600006,-6.825870,4.434421,0.237242
192.650009,-6.825898,4.424694,0.237249
192.699997,-6.825923,4.414966,0.237264
192.750000,-6.825953,4.405224,0.237266
192.800003,-6.825984,4.395501,0.237279
192.850006,-6.826016,4.385776,0.237288
192.900009,-6.826046,4.376053,0.237303
192.949997,-6.826078,4.366297,0.237298
193.000000,-6.826108,4.356528,0.237287
193.050003,-6.826139,4.346821,0.237307
193.100006,-6.826164,4.337075,0.237307
193.150009,-6.826193,4.327306,0.237298
193.199997,-6.826225,4.317534,0.237284
193.250000,-6.826253,4.307774,0.237283
193.300003,-6.826279,4.297993,0.237266
193.350006,-6.826305,4.288260,0.237274
193.400009,-6.826339,4.278515,0.237279
193.449997,-6.826375,4.268731,0.237257
193.500000,-6.826406,4.258963,0.237247
193.550003,-6.826433,4.249233,0.237258
193.600006,-6.826468,4.239474,0.237250
193.650009,-6.826499,4.229744,0.237264
193.699997,-6.826532,4.220031,0.237283
193.750000,-6.826565,4.210319,0.237301
193.800003,-6.826593,4.200567,0.237297
193.850006,-6.826628,4.190811,0.237296
193.900009,-6.826663,4.181098,0.237307
193.949997,-6.826684,4.171376,0.237328
194.000000,-6.826712,4.161606,0.237313
194.050003,-6.826743,4.151863,0.237314
194.100006,-6.826784,4.142097,0.237306
194.150009,-6.826803,4.132332,0.237294
194.199997,-6.826835,4.122563,0.237285
194.250000,-6.826862,4.112803,0.237280
194.300003,-6.826891,4.103037,0.237267
194.350006,-6.826916,4.093261,0.237259
194.400009,-6.826952,4.083485,0.237225
194.449997,-6.826977,4.073737,0.237240
194.500000,-6.827007,4.064031,0.237262
194.550003,-6.827031,4.054247,0.237249
194.600006,-6.827065,4.044538,0.237270
194.650009,-6.827101,4.034795,0.237267
194.699997,-6.827129,4.025049,0.237274
194.750000,-6.827160,4.015315,0.237266
194.800003,-6.827189,4.005610,0.237303
194.850006,-6.827215,3.995882,0.237309
194.900009,-6.827241,3.986128,0.237288
194.949997,-6.827275,3.976388,0.237309
195.000000,-6.827310,3.966623,0.237299
195.050003,-6.827343,3.956862,0.237288
195.100006,-6.827383,3.947113,0.237281
195.150009,-6.827413,3.937340,0.237275
195.199997,-6.827445,3.927578,0.237264
195.250000,-6.827477,3.917824,0.237259
195.300003,-6.827509,3.908048,0.237245
195.350006,-6.827538,3.898298,0.237244
195.400009,-6.827572,3.888533,0.237234
195.449997,-6.827604,3.878806,0.237249
195.500000,-6.827634,3.869064,0.237249
195.550003,-6.827668,3.859317,0.237239
195.600006,-6.827688,3.849576,0.237246
195.650009,-6.827717,3.839855,0.237263
195.699997,-6.827749,3.830145,0.237278
195.750000,-6.827782,3.820413,0.237289
195.800003,-6.827810,3.810653,0.237278
195.850006,-6.827850,3.800916,0.237282
195.900009,-6.827880,3.791166,0.237288
195.949997,-6.827906,3.781441,0.237299
196.000000,-6.827941,3.771695,0.237300
196.050003,-6.827970,3.761912,0.237281
196.100006,-6.828007,3.752161,0.237279
196.150009,-6.828040,3.742394,0.237265
196.199997,-6.828072,3.732624,0.237257
196.250000,-6.828104,3.722851,0.237240
196.300003,-6.828133,3.713121,0.237250
196.350006,-6.828161,3.703327,0.237227
196.400009,-6.828189,3.693597,0.237235
196.449997,-6.828224,3.683850,0.237233
196.500000,-6.828253,3.674115,0.237245
196.550003,-6.828279,3.664394,0.237259
196.600006,-6.828310,3.654657,0.237261
196.650009,-6.828344,3.644933,0.237276
196.699997,-6.828384,3.635211,0.237286
196.750000,-6.828414,3.625477,0.237293
196.800003,-6.828436,3.615723,0.237296
196.850006,-6.828467,3.605990,0.237295
196.900009,-6.828494,3.596232,0.237279
196.949997,-6.828533,3.586477,0.237284
197.000000,-6.828557,3.576728,0.237284
197.050003,-6.828591,3.566946,0.237267
197.100006,-6.828622,3.557199,0.237266
197.150009,-6.828652,3.547424,0.237253
197.199997,-6.828679,3.537657,0.237244
197.250000,-6.828717,3.527897,0.237229
197.300003,-6.828743,3.518130,0.237223
197.350006,-6.828785,3.508389,0.237230
197.400009,-6.828815,3.498666,0.237241
197.449997,-6.828850,3.488922,0.237236
197.500000,-6.828877,3.479190,0.237249
197.550003,-6.828909,3.469469,0.237260
197.600006,-6.828934,3.459724,0.237261
197.650009,-6.828964,3.449997,0.237272
197.699997,-6.828991,3.440259,0.237265
197.750000,-6.829025,3.430538,0.237290
197.800003,-6.829072,3.420791,0.237284
197.850006,-6.829087,3.411019,0.237269
197.900009,-6.829123,3.401253,0.237264
197.949997,-6.829156,3.391521,0.237267
198.000000,-6.829187,3.381736,0.237242
198.050003,-6.829217,3.371962,0.237226
198.100006,-6.829239,3.362215,0.237227
198.150009,-6.829280,3.352458,0.237223
198.199997,-6.829328,3.342689,0.237222
198.250000,-6.829358,3.332937,0.237213
198.300003,-6.829384,3.323165,0.237200
198.350006,-6.829404,3.313425,0.237196
198.400009,-6.829437,3.303688,0.237204
198.449997,-6.829461,3.293934,0.237198
198.500000,-6.829480,3.284223,0.237222
198.550003,-6.829517,3.274503,0.237240
198.600006,-6.829537,3.264777,0.237249
198.650009,-6.829582,3.255024,0.237239
198.699997,-6.829607,3.245284,0.237248
198.750000,-6.829621,3.235552,0.237252
198.800003,-6.829648,3.225786,0.237243
198.850006,-6.829704,3.216018,0.237225
198.900009,-6.829714,3.206280,0.237224
198.949997,-6.829762,3.196520,0.237219
199.000000,-6.829784,3.186754,0.237197
199.050003,-6.829823,3.176975,0.237198
199.100006,-6.829852,3.167243,0.237211
199.150009,-6.829862,3.157451,0.237175
199.199997,-6.829905,3.147700,0.237178
199.250000,-6.829926,3.137974,0.237190
199.300003,-6.829994,3.128254,0.237217
199.350006,-6.829988,3.118480,0.237182
199.400009,-6.830011,3.108758,0.237190
199.449997,-6.830054,3.099009,0.237199
199.500000,-6.830093,3.089304,0.237231
199.550003,-6.830104,3.079557,0.237238
199.600006,-6.830131,3.069836,0.237250
199.650009,-6.830152,3.060084,0.237238
199.699997,-6.830204,3.050337,0.237245
199.750000,-6.830250,3.040586,0.237243
199.800003,-6.830259,3.030832,0.237236
199.850006,-6.830311,3.021068,0.237234
199.900009,-6.830342,3.011328,0.237244
199.949997,-6.830360,3.001546,0.237215
200.000000,-6.830371,2.991745,0.237179
200.050003,-6.830411,2.982011,0.237214
200.100006,-6.830465,2.972233,0.237181
200.150009,-6.830482,2.962522,0.237205
200.199997,-6.830528,2.952758,0.237186
200.250000,-6.830542,2.943039,0.237210
200.300003,-6.830571,2.933299,0.237202
200.350006,-6.830611,2.923569,0.237234
200.400009,-6.830643,2.913805,0.237195
200.449997,-6.830657,2.904100,0.237222
200.500000,-6.830673,2.894357,0.237218
200.550003,-6.830724,2.884629,0.237210
200.600006,-6.830745,2.874897,0.237222
200.650009,-6.830766,2.865164,0.237233
200.699997,-6.830800,2.855407,0.237204
200.750000,-6.830804,2.845654,0.237225
200.800003,-6.830842,2.835903,0.237219
200.850006,-6.830889,2.826136,0.237208
200.900009,-6.830896,2.816352,0.237199
200.949997,-6.830931,2.806615,0.237210
201.000000,-6.830961,2.796868,0.237224
201.050003,-6.830998,2.787052,0.237186
201.100006,-6.831031,2.777331,0.237194
201.150009,-6.831038,2.767564,0.237177
201.199997,-6.831093,2.757805,0.237155
201.250000,-6.831116,2.748085,0.237173
201.300003,-6.831130,2.738374,0.237197
201.350006,-6.831139,2.728627,0.237188
201.400009,-6.831202,2.718894,0.237190
201.449997,-6.831192,2.709152,0.237201
201.500000,-6.831235,2.699451,0.237242
